id,country,state,city,station,pollutant_id,last_update,pollutant_min,pollutant_max,pollutant_avg
483,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",NO2,21-10-2021 01:00:00,21.0,76.0,38.0
484,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",NH3,21-10-2021 01:00:00,6.0,26.0,9.0
485,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",SO2,21-10-2021 01:00:00,15.0,36.0,20.0
486,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",CO,21-10-2021 01:00:00,14.0,102.0,22.0
487,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",OZONE,21-10-2021 01:00:00,52.0,96.0,74.0
488,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",PM2.5,21-10-2021 01:00:00,91.0,422.0,282.0
489,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",PM10,21-10-2021 01:00:00,113.0,408.0,188.0
490,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",NO2,21-10-2021 01:00:00,13.0,33.0,21.0
491,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",NH3,21-10-2021 01:00:00,2.0,10.0,5.0
492,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",SO2,21-10-2021 01:00:00,4.0,6.0,5.0
493,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",CO,21-10-2021 01:00:00,23.0,68.0,35.0
494,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",OZONE,21-10-2021 01:00:00,1.0,12.0,4.0
495,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",PM2.5,21-10-2021 01:00:00,99.0,320.0,201.0
496,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",PM10,21-10-2021 01:00:00,74.0,153.0,112.0
497,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",NO2,21-10-2021 01:00:00,34.0,36.0,35.0
498,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",NH3,21-10-2021 01:00:00,6.0,6.0,6.0
499,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",SO2,21-10-2021 01:00:00,7.0,25.0,12.0
500,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",CO,21-10-2021 01:00:00,2.0,73.0,18.0
501,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",OZONE,21-10-2021 01:00:00,1.0,107.0,30.0
502,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",PM2.5,21-10-2021 01:00:00,38.0,304.0,130.0
503,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",PM10,21-10-2021 01:00:00,91.0,168.0,127.0
504,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",NO2,21-10-2021 01:00:00,4.0,64.0,17.0
505,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",NH3,21-10-2021 01:00:00,2.0,5.0,4.0
506,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",SO2,21-10-2021 01:00:00,6.0,7.0,6.0
507,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",CO,21-10-2021 01:00:00,20.0,104.0,31.0
508,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",OZONE,21-10-2021 01:00:00,1.0,75.0,58.0
509,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",PM2.5,21-10-2021 01:00:00,217.0,406.0,314.0
510,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",PM10,21-10-2021 01:00:00,100.0,454.0,250.0
511,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",NO2,21-10-2021 01:00:00,1.0,4.0,3.0
512,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",NH3,21-10-2021 01:00:00,1.0,1.0,1.0
513,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",SO2,21-10-2021 01:00:00,1.0,4.0,2.0
514,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",CO,21-10-2021 01:00:00,16.0,98.0,45.0
515,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",OZONE,21-10-2021 01:00:00,9.0,13.0,11.0
516,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",PM2.5,21-10-2021 01:00:00,88.0,361.0,210.0
517,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",PM10,21-10-2021 01:00:00,103.0,442.0,182.0
518,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",NO2,21-10-2021 01:00:00,7.0,8.0,8.0
519,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",NH3,21-10-2021 01:00:00,4.0,4.0,4.0
520,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",SO2,21-10-2021 01:00:00,7.0,11.0,9.0
521,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",CO,21-10-2021 01:00:00,51.0,120.0,55.0
522,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",OZONE,21-10-2021 01:00:00,1.0,90.0,11.0
523,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",PM2.5,21-10-2021 01:00:00,60.0,316.0,174.0
524,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",NO2,21-10-2021 01:00:00,60.0,182.0,114.0
525,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",SO2,21-10-2021 01:00:00,19.0,39.0,28.0
526,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",CO,21-10-2021 01:00:00,22.0,117.0,48.0
527,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",OZONE,21-10-2021 01:00:00,19.0,238.0,151.0
528,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",PM2.5,21-10-2021 01:00:00,74.0,209.0,121.0
529,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",PM10,21-10-2021 01:00:00,117.0,167.0,145.0
530,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",NO2,21-10-2021 01:00:00,11.0,82.0,35.0
531,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",NH3,21-10-2021 01:00:00,2.0,5.0,4.0
532,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",SO2,21-10-2021 01:00:00,12.0,23.0,18.0
533,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",CO,21-10-2021 01:00:00,16.0,68.0,31.0
534,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",OZONE,21-10-2021 01:00:00,19.0,124.0,54.0
535,India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",PM2.5,21-10-2021 01:00:00,81.0,236.0,162.0
536,India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",PM10,21-10-2021 01:00:00,129.0,179.0,150.0
537,India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",NO2,21-10-2021 01:00:00,14.0,43.0,27.0
538,India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",CO,21-10-2021 01:00:00,35.0,74.0,42.0
539,India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",OZONE,21-10-2021 01:00:00,5.0,123.0,32.0
540,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",PM2.5,21-10-2021 01:00:00,3.0,500.0,142.0
541,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",PM10,21-10-2021 01:00:00,147.0,500.0,246.0
542,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",NO2,21-10-2021 01:00:00,6.0,6.0,6.0
543,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",NH3,21-10-2021 01:00:00,6.0,6.0,6.0
544,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",SO2,21-10-2021 01:00:00,1.0,7.0,4.0
545,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",CO,21-10-2021 01:00:00,2.0,129.0,47.0
546,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",OZONE,21-10-2021 01:00:00,1.0,140.0,25.0
547,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",PM2.5,21-10-2021 01:00:00,200.0,314.0,265.0
548,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",PM10,21-10-2021 01:00:00,144.0,301.0,206.0
549,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",NO2,21-10-2021 01:00:00,10.0,11.0,10.0
550,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",NH3,21-10-2021 01:00:00,7.0,11.0,8.0
551,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",SO2,21-10-2021 01:00:00,2.0,5.0,4.0
552,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",CO,21-10-2021 01:00:00,29.0,55.0,46.0
553,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",OZONE,21-10-2021 01:00:00,18.0,30.0,21.0
554,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",PM2.5,21-10-2021 01:00:00,,,
555,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",NO2,21-10-2021 01:00:00,,,
556,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",SO2,21-10-2021 01:00:00,,,
557,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",CO,21-10-2021 01:00:00,30.0,108.0,74.0
558,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",OZONE,21-10-2021 01:00:00,2.0,43.0,43.0
559,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",PM2.5,21-10-2021 01:00:00,70.0,266.0,143.0
560,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",PM10,21-10-2021 01:00:00,102.0,185.0,137.0
561,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",NO2,21-10-2021 01:00:00,59.0,72.0,67.0
562,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",NH3,21-10-2021 01:00:00,15.0,19.0,17.0
563,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",SO2,21-10-2021 01:00:00,1.0,16.0,9.0
564,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",CO,21-10-2021 01:00:00,14.0,104.0,17.0
565,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",OZONE,21-10-2021 01:00:00,19.0,21.0,20.0
566,India,Haryana,Jind,"Police Lines, Jind - HSPCB",PM2.5,21-10-2021 01:00:00,111.0,309.0,210.0
567,India,Haryana,Jind,"Police Lines, Jind - HSPCB",PM10,21-10-2021 01:00:00,123.0,227.0,159.0
568,India,Haryana,Jind,"Police Lines, Jind - HSPCB",NO2,21-10-2021 01:00:00,22.0,41.0,29.0
569,India,Haryana,Jind,"Police Lines, Jind - HSPCB",NH3,21-10-2021 01:00:00,9.0,12.0,10.0
570,India,Haryana,Jind,"Police Lines, Jind - HSPCB",SO2,21-10-2021 01:00:00,4.0,86.0,15.0
571,India,Haryana,Jind,"Police Lines, Jind - HSPCB",CO,21-10-2021 01:00:00,36.0,60.0,46.0
572,India,Haryana,Jind,"Police Lines, Jind - HSPCB",OZONE,21-10-2021 01:00:00,8.0,71.0,33.0
573,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",PM2.5,21-10-2021 01:00:00,146.0,344.0,215.0
574,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",PM10,21-10-2021 01:00:00,131.0,250.0,166.0
575,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",NO2,21-10-2021 01:00:00,19.0,111.0,44.0
576,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",NH3,21-10-2021 01:00:00,5.0,11.0,6.0
577,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",SO2,21-10-2021 01:00:00,2.0,53.0,14.0
578,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",CO,21-10-2021 01:00:00,4.0,86.0,14.0
579,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",OZONE,21-10-2021 01:00:00,35.0,121.0,66.0
580,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",PM2.5,21-10-2021 01:00:00,109.0,329.0,182.0
581,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",PM10,21-10-2021 01:00:00,,,
582,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",NO2,21-10-2021 01:00:00,31.0,32.0,31.0
583,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",NH3,21-10-2021 01:00:00,7.0,7.0,7.0
584,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",SO2,21-10-2021 01:00:00,11.0,61.0,30.0
585,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",CO,21-10-2021 01:00:00,34.0,117.0,48.0
586,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",OZONE,21-10-2021 01:00:00,6.0,35.0,17.0
587,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",PM2.5,21-10-2021 01:00:00,126.0,350.0,277.0
588,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",PM10,21-10-2021 01:00:00,135.0,305.0,205.0
589,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",NO2,21-10-2021 01:00:00,28.0,77.0,45.0
590,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",NH3,21-10-2021 01:00:00,4.0,7.0,6.0
591,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",SO2,21-10-2021 01:00:00,9.0,36.0,19.0
592,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",CO,21-10-2021 01:00:00,24.0,93.0,41.0
593,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",OZONE,21-10-2021 01:00:00,29.0,171.0,71.0
594,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",PM2.5,21-10-2021 01:00:00,77.0,218.0,129.0
595,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",PM10,21-10-2021 01:00:00,57.0,116.0,86.0
596,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",NO2,21-10-2021 01:00:00,16.0,22.0,19.0
597,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",NH3,21-10-2021 01:00:00,11.0,14.0,12.0
598,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",SO2,21-10-2021 01:00:00,5.0,20.0,16.0
599,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",CO,21-10-2021 01:00:00,21.0,84.0,25.0
600,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",OZONE,21-10-2021 01:00:00,18.0,23.0,21.0
601,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",PM2.5,21-10-2021 01:00:00,155.0,327.0,247.0
602,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",PM10,21-10-2021 01:00:00,120.0,203.0,147.0
603,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",NO2,21-10-2021 01:00:00,2.0,12.0,6.0
604,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",NH3,21-10-2021 01:00:00,1.0,3.0,2.0
605,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",SO2,21-10-2021 01:00:00,4.0,10.0,7.0
606,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",CO,21-10-2021 01:00:00,11.0,101.0,13.0
607,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",OZONE,21-10-2021 01:00:00,13.0,15.0,14.0
608,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",PM2.5,21-10-2021 01:00:00,32.0,114.0,69.0
609,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",PM10,21-10-2021 01:00:00,31.0,102.0,66.0
610,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",NO2,21-10-2021 01:00:00,40.0,44.0,42.0
611,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",NH3,21-10-2021 01:00:00,6.0,6.0,6.0
612,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",SO2,21-10-2021 01:00:00,5.0,6.0,5.0
613,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",CO,21-10-2021 01:00:00,6.0,22.0,11.0
614,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",OZONE,21-10-2021 01:00:00,1.0,8.0,4.0
615,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",PM2.5,21-10-2021 01:00:00,49.0,51.0,50.0
616,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",PM10,21-10-2021 01:00:00,58.0,62.0,60.0
617,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",NO2,21-10-2021 01:00:00,18.0,20.0,19.0
618,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",NH3,21-10-2021 01:00:00,6.0,7.0,6.0
619,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",SO2,21-10-2021 01:00:00,1.0,9.0,7.0
620,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",CO,21-10-2021 01:00:00,5.0,46.0,32.0
621,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",OZONE,21-10-2021 01:00:00,2.0,66.0,14.0
622,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",PM2.5,21-10-2021 01:00:00,95.0,219.0,151.0
623,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",NO2,21-10-2021 01:00:00,20.0,21.0,20.0
624,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",SO2,21-10-2021 01:00:00,1.0,4.0,4.0
625,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",CO,21-10-2021 01:00:00,1.0,6.0,3.0
626,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",OZONE,21-10-2021 01:00:00,40.0,59.0,46.0
627,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",PM2.5,21-10-2021 01:00:00,85.0,326.0,167.0
628,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",PM10,21-10-2021 01:00:00,155.0,500.0,240.0
629,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",NO2,21-10-2021 01:00:00,11.0,16.0,12.0
630,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",NH3,21-10-2021 01:00:00,2.0,2.0,2.0
631,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",SO2,21-10-2021 01:00:00,12.0,28.0,19.0
632,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",CO,21-10-2021 01:00:00,,,
633,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",OZONE,21-10-2021 01:00:00,38.0,40.0,39.0
634,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",PM2.5,21-10-2021 01:00:00,85.0,311.0,212.0
635,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",NO2,21-10-2021 01:00:00,34.0,83.0,43.0
636,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",SO2,21-10-2021 01:00:00,2.0,34.0,9.0
637,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",CO,21-10-2021 01:00:00,44.0,106.0,66.0
638,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",OZONE,21-10-2021 01:00:00,29.0,87.0,49.0
639,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",PM2.5,21-10-2021 01:00:00,54.0,298.0,138.0
640,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",PM10,21-10-2021 01:00:00,88.0,251.0,136.0
641,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",NO2,21-10-2021 01:00:00,36.0,40.0,38.0
642,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",NH3,21-10-2021 01:00:00,12.0,13.0,12.0
643,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",SO2,21-10-2021 01:00:00,9.0,33.0,27.0
644,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",CO,21-10-2021 01:00:00,15.0,73.0,39.0
645,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",OZONE,21-10-2021 01:00:00,1.0,49.0,17.0
646,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",PM2.5,21-10-2021 01:00:00,67.0,164.0,106.0
647,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",PM10,21-10-2021 01:00:00,184.0,341.0,257.0
648,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",NO2,21-10-2021 01:00:00,16.0,19.0,17.0
649,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",NH3,21-10-2021 01:00:00,8.0,9.0,8.0
650,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",SO2,21-10-2021 01:00:00,3.0,7.0,5.0
651,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",CO,21-10-2021 01:00:00,14.0,33.0,27.0
652,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",OZONE,21-10-2021 01:00:00,29.0,31.0,30.0
653,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",PM2.5,21-10-2021 01:00:00,40.0,330.0,226.0
654,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",PM10,21-10-2021 01:00:00,37.0,236.0,167.0
655,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",NO2,21-10-2021 01:00:00,11.0,34.0,23.0
656,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",NH3,21-10-2021 01:00:00,6.0,14.0,13.0
657,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",SO2,21-10-2021 01:00:00,1.0,15.0,5.0
658,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",CO,21-10-2021 01:00:00,18.0,57.0,31.0
659,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",OZONE,21-10-2021 01:00:00,6.0,87.0,36.0
660,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",PM2.5,21-10-2021 01:00:00,4.0,53.0,35.0
661,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",PM10,21-10-2021 01:00:00,27.0,467.0,122.0
662,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",NO2,21-10-2021 01:00:00,,,
663,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",NH3,21-10-2021 01:00:00,,,
664,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",SO2,21-10-2021 01:00:00,17.0,74.0,21.0
665,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",CO,21-10-2021 01:00:00,1.0,59.0,30.0
666,India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",PM10,21-10-2021 01:00:00,,,
667,India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",SO2,21-10-2021 01:00:00,,,
668,India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",OZONE,21-10-2021 01:00:00,19.0,90.0,19.0
669,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",PM2.5,21-10-2021 01:00:00,42.0,86.0,58.0
670,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",PM10,21-10-2021 01:00:00,39.0,74.0,51.0
671,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",NO2,21-10-2021 01:00:00,10.0,11.0,10.0
672,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",NH3,21-10-2021 01:00:00,1.0,2.0,1.0
673,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",SO2,21-10-2021 01:00:00,6.0,31.0,13.0
674,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",CO,21-10-2021 01:00:00,16.0,26.0,25.0
675,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",OZONE,21-10-2021 01:00:00,24.0,58.0,32.0
676,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",PM2.5,21-10-2021 01:00:00,28.0,34.0,33.0
677,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",PM10,21-10-2021 01:00:00,58.0,116.0,82.0
678,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",NO2,21-10-2021 01:00:00,44.0,46.0,45.0
679,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",NH3,21-10-2021 01:00:00,5.0,5.0,5.0
680,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",SO2,21-10-2021 01:00:00,1.0,43.0,16.0
681,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",CO,21-10-2021 01:00:00,7.0,12.0,10.0
682,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",OZONE,21-10-2021 01:00:00,1.0,61.0,15.0
683,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",PM2.5,21-10-2021 01:00:00,42.0,198.0,109.0
684,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",PM10,21-10-2021 01:00:00,46.0,144.0,101.0
685,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",NO2,21-10-2021 01:00:00,13.0,44.0,26.0
686,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",NH3,21-10-2021 01:00:00,10.0,21.0,15.0
687,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",SO2,21-10-2021 01:00:00,4.0,6.0,5.0
688,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",CO,21-10-2021 01:00:00,22.0,101.0,51.0
689,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",OZONE,21-10-2021 01:00:00,2.0,7.0,5.0
690,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",PM10,21-10-2021 01:00:00,40.0,105.0,77.0
691,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",NO2,21-10-2021 01:00:00,23.0,24.0,24.0
692,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",SO2,21-10-2021 01:00:00,10.0,15.0,12.0
693,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",CO,21-10-2021 01:00:00,50.0,124.0,118.0
694,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",PM2.5,21-10-2021 01:00:00,36.0,108.0,59.0
